Comment,Forum
早d醒都好,Discuss
不能同意更多,Discuss
終於清醒了，同意樓主。,Discuss
當平時咩都唔反對政府既律師會都反對就更加肯定有野,Discuss
姓陳個位十月就可以大搖大擺行番出嚟，繼續溝女，完！,Discuss
"咁多人討論左咁耐, 你都未明條修例有咩問題? 係真唔明定扮唔明?",Discuss
"到左最近一個記者會當記者問佢仲有無其他方法引渡陳同佳佢仍然講無方法, 所以佢其實係真正唔認自己錯的",Discuss
五年前反對佔中，成長了五年竟然去參加反送中，仲話係教育介，可想而知現在香港的教育制度是多麼恐怖！,Discuss
學習吓獨立思考，人話仲有方法你就信，政府話無點解你唔信？試吓認真去揾真相啦！啲懶人包會睇到腦障嘎，俗稱腦殘呀！,Discuss
係你唔明啫。佢哋將所有壞處看成好處，咁咪冇問題囉！建制藍毛不嬲都係咁嘅思維㗎喇！,Discuss
"理性討論
林鄭抵鬧，成個班子如鄭若華都做都太差，前期解釋不足，之前又強硬，急急要過一條爭議性大既法例，政治又唔曉咁。
犯民+聞陣出賣良心，製造白色恐怖，只講事實既一面，其他個啲團體唯恐天下不亂出來你一句我一句！令到社會是非癲倒，價值觀錯晒！
苦了我地呢啲香港人小市民！",Discuss
你信吾過大陸法律，被迫引渡去大陸呀嗎？我知，你以為自己是什麼，會被大陸加害？你是否在大陸有犯罪？,Discuss
重點，唔好出糧比所有泛民同學校教師。我又睇下邊個死先。,Discuss
樓主唔好煩，直接搬上大灣區居住，香港人架事以後唔關你事安心生活,Discuss
讚,Discuss
"我想講嘅係：當年紅衞兵都唔知自己做嘅嘢有咁大嘅負面影響。
——佢地當初仲覺得自己做得好啱添！",Discuss
"難得！你父母不知道有沒參加03年反董建華。隨後的信息產業沒了，半導體產業沒了，中藥產業沒了。
今天的你們只能做些旅遊餐飲地產金融律師行業了，不錯.......
如果他們參加了，讓他們也寫一篇",Discuss
都係果句，今次反送中成功左，見好就收啦。。吳好再盲目跟隨落去亂9示威，擾亂香港破壞香港，請認清自我，比人洗左腦吳該你清醒下。。點解要做人只狗，做人扯線公仔呀。,Discuss
希望見你30歲時再定論帖,Discuss
宜家擺明係威脅再勒索，唔交出權力唔投降合作就撕票,Discuss
係台灣省来,Discuss
快Ｄ移民！ 唔好品神 ！,Discuss
"半導體產業, 香港當時憑乜野做到?
果時仲有什麼儒家治港,你又唔提?",Discuss
件事繼續甘僵持，對雙方對全港市民都冇好處。政府講暫緩幾乎等同撤回，當年廿三條到依家仲有冇上過立法會？泛民呢舖贏左但又行佔中個條路，不停消費市民，影響民生，想改變就做啲實事出黎，對市民有好處。,Discuss
再不撤回，泛民及民陣要升級為香港毒立運動，抗爭到底。支持香港毒立！,Discuss
域外法權都可以拎得出黎討論，本身就係白痴到無人有。香港法庭去審理域外港人的案件，本身就係 荒天下之大謬。點舉證？點立案？相關地方會合作？ 所以都係咁既水平，先會俾人水上街。,Discuss
五年後妳又會寫一篇文章：三十歲女對紅中有感,Discuss
"一睇文筆, 好過香港記者啦, 清華大學畢業? 哈哈哈",Discuss
人家字裡行間有文有路，會思考是非黑白。立場稍一與閣下不同，就話人扮正義，仲叫人小心報應，你既層次真係低得可憐。,Discuss
你知唔知其實今年二月十三號左右，政府首先提出用一次過性質移交陳犯，當時泛民大大力反對，其後政府先硏究長期移交修例,Discuss
"強烈要求政府審查阻人返工的學生
取消對其大專大學學費資助",Discuss
黃屍毒可以自己解，又一個清醒返,Discuss
你係1個變壞的人。黃思，不用討論。有思想，有討論即非黃人，討論完。,Discuss
"法律係專業, 我唔識, 亦唔肯定你識唔識, 睇兩大律師會點講吧
另外, 今日李家超都話左會研究""其他方法""",Discuss
而家仲邊有人記得陳同佳，大家都係為自己利益出發,Discuss
"決策錯誤/有冇做錯事要看有冇意 你唔識中文？我話林鄭而家擺潘生上枱加欺騙港人呀 呢件事比左幾次機會林鄭架啦
做錯事後都要看你有冇承擔能力 職場一樣有人引咎遲職 冇咩？
政府就更加需要高政治智慧和對佢做嘅事負責 你睇鄭若驊 李家超 林鄭不是說解說不足嗎？ 佢地有佢高傲 問責制形同虛設 ？？",Discuss
"當然啦，黃人當然覺得有文有路，你既水平就是如是。 不如你俾個見解大家，你會點樣支持正義？點樣去完成罪犯移交既安排，又尊重香港既法治？
不過睇你個款，都係我要反對。 但之後點解決，我唔知，政府去做。",Discuss
樓主，欣賞你有獨立思考和分析能力，睇了你五年前的帖，今日想必你已為人師表，希望你能春風化雨，做好自己，問心無愧。,Discuss
冇錯，有人話罷課！既然罷，就罷到底，糧亦不用出啦！,Discuss
咁你搵左咩真相share 下 乜都冇引用得個吠字好型？,Discuss
我問你的問題同林鄭冇關，我係問你當你做錯事，你下屬會否叫你辭職，你會唔會小你上司叫佢辭職！,Discuss
"你好，雖然，我跟你立場不同，你反對修例而我支持修例，但你的觀點我是絕對認同，我所感受雖跟你有些地方相反，但又近似。當我看到警察被襲感到憤怒，但當看見警察攻擊無反抗既人，我又感到傷心，亦希望能處分沒有操守的警員，其實大家都係香港人，相煎何太急。之後政府既反應、做法都很令人失望，我亦希望林鄭及一眾官員下台，可是經過二百萬人大遊行，我感覺好絕望。二百萬人集體講大話載光環。求情可以，但甚麼叫撒消控罪？仲要追究警員？甚麼沒有暴動和平示威？
有人因為政治在太古廣場死亡，全個立法會由其泛民，有呼籲過叫大家冷靜，珍惜生命嗎？他們只想著自己的政治利益，高呼烈士盡可能煽動，而背後有二百萬幫兇。
無論如何，感謝你讓我知道，二百萬當中，還有有理性者。你說得對，處理兇手才是公義，但我想，香港的政治人，太自私太令人失望，無論何派。",Discuss
"我都支持修例, 但大前提都是要把中國勾出來, 因太多內地官司明顯地說出大陸司法是不可信 。受嫌人被長時間拘留, 不准見親人, 律司, 家屬亦受連坐之苦, 如劉霞! 但我亦不完全討厭中央, 因這三十年的而且確改善了一大班中國人的生活 。當然現在的中國人可能仍要再等三十年, 他們才有民主。最後,  好可惜是香港是批判式, 文革式的歪理民主。",Discuss
"如個個都理性,政府就易做啦
但經呢一次我好肯定,香港唔存在公義
人總有各自理由去反
無必要唔好做左人地工具先後悔
首先學會尊重人
如果真係愛香港，暫停唔理性對駡(或禁言)
香港社會/司法都係有不足，但永遠唔改原地踏步就係最好?
又請問完美國度係邊度？
最惡毒嘅係到底罪犯 政府 策劃人
定滋長問題嘅人",Discuss
一定你比人揸到疼醒,Discuss
香港亦同美國有引渡協議，樓主有冇了解美國法律呢？點解孟小姐被引渡？這就是不論民主或獨裁，要搞你一定搞到，問題在於你是否名人？如果你是平民一名，又點需要怕？吾好講到咁偉大，為公義，放生殺人犯陳先生已再冇公義可言！,Discuss
"律師當然怕,係佢地係金融界做幾多好事",Discuss
我下屬出糧比我架咩？邊個響職場會叫自己上司遲職？但佢可以向大老闆投訴我,Discuss
好！,Discuss
你無野啊？香港移除大陸就等於移除台灣。。因為政治上香港一定係跟大陸定性為中國澳門，中國台灣。 咁你點勾中國出黎？,Discuss
加入黑名單,Discuss
"根據呢篇2月13日的文章所說, 你所謂當時保安局提出既""一次性移交"", 其實已經包括""繞過立法會審議　改由特首發證明書""呢一點, 而呢一點正是泛民反對既, 因為特首根本把唔到關!",Discuss
遲啲什麼產業都沒了，只能做乞兒,Discuss
全世界之中，香港豬最易扼同最多！求撚其講啲天方夜談嘅野啲畜牲都信，我聽過我個女講，佢學校傳到話因為大陸有限韓令，韓星唔可以嚟香港，所以好多人都反送中！我聽到O晒嘴！至於咩人係學校傳，當然係果啲佔中時喺幼稚園都教學生要反抗果啲仆街黃教屍啦！我諗全世界反對派嘅政客都好羡慕香港嘅政棍，哩個世界竟然有個地方咁多豬比佢地玩，令佢地嘅威名響遍全世界！,Discuss
"甚有同感, 多謝師兄 。但不太同意林鄭及一眾官員下台, 因現階段香港很亂, 不太適宜政府高層有太多更改, 李家超可以即走, 他真是一部人肉錄音機, 說話死氣沉沉, 無風範,無自信心!!!",Discuss
甘點解由法庭把關又話無用，真心唔明，唔通連法庭都信唔過,Discuss
改名先,Discuss
"師姐厚道，在下欣賞，反送中真是那麼簡單嗎？
希望師姐能冷靜下用另外一個角度看事，提出問題，續一研判，才能不被忽悠，我知道一提民主自由被剝奪，人們便好像著了魔一樣反抗到底，但卻缺乏理性分析，被有心人誤導了，其實我問師姐，政府缺乏了威信，行政所定的治港政策凡涉及泛民可能反對而不提上立法局，是否對香港好呢？
現實是已經有幾項暫緩提交了。",Discuss
阿女。洗腦式誤導，係有哂預謀。防不勝防！唯有做自己本分。香港就。。。自求多福！,Discuss
"是, 你啱, 我政治上不正確",Discuss
佢佔中時應該比人中出好多次😆😆,Discuss
作咁長文 托7咩。。。,Discuss
天滅中共！！！殺柒共狗！！！,Discuss
你似中聯辨多D喎。,Discuss
史上官員無能係害死最多人，唔好聽講句，貪官都比無能既有用,Discuss
送妳一句，貓哭老鼠，將整個社會打碎既就係呢兩次暴亂，別用無知作藉囗，2014佔中頭幾日口號是什麼？革命，黃色革命，上面會記在心，一砌都太遲啦，,Discuss
咁你咪向習近平投訴林鄭囉，你們日日嘈要佢辭職做咩？你們影響到其他人生活又唔見你出來道歉？,Discuss
"點解討論左幾個月你仲可以唔明
以下係親建制既香港律師會講既, 唔係泛民講架!
""而當局經常提及移交申請有「法庭把關」，律師會指法庭毋須效法英國，核實申請方的證據，而且被申請移交人士、即辯方亦不能提出證明反駁申請方的證據可信性，冀修例擴大法庭審視權力，以監督移交申請。""
簡單來說, 大陸要引導, 法庭不可以質疑佢交既證據真定假, 那如何把關?",Discuss
樓主，去反是你，反思又是你。建議你思考好人生，才作下一步決定吧。,Discuss
"貴為Tvb視后又係國企AlipayHK 代言人
在IG上 支持反送中， 而且仲用考試比喻將同一內容放上IG,微博
攪到內地班粉絲個個以為偶像關心自己考試，其實係鼓吹人上街
咁既德行，點樣做到國企AlipayHK 代言人
深黃就是深黃",Discuss
錢照賺， 中照反，  偽人即係偽人,Discuss
搵人po上微搏就有大陸網民做野,Discuss
AlipayHK不是國企,Discuss
阿里巴巴,Discuss
深黃才不了反中,Discuss
你個有冇腦？AlipayHK 係國產企業阿里巴巴係香港業務，你當馬雲係死的嗎？,Discuss
DLLM，咪老屈女神！,Discuss
好森你班百佳咪咁害雞心拉 !!!,Discuss
佢真係當內地人傻仔,Discuss
仲有森美、黃翠如、林泳淘、唐詩詠、梁嘉琪、林秀怡,Discuss
唔該報埋 森美、黃翠如、林泳淘、唐詩詠、梁嘉琪、林秀怡,Discuss
"阿佘like就咁大反應,佢就無人理人氣太低?",Discuss
國企專養垃圾咋嘛,Discuss
支付寶香港電子錢包，是由Alipay Financial Services (HK) Limited營運，並由香港金管局監管。Alipay Payment Services (HK) Limited (APSHK)是由業務遍佈全球50多個國家的大型跨國企業長江和記實業有限公司與世界頂尖金融科技集團暨支付寶母公司螞蟻金融服務集團組成並共同管理的合資企業。,Discuss
螞蟻係國企囉,Discuss
Ｄ廣告牌好快又要遮面,Discuss
李佳芯？是物水？唔識！是物博宣傳渣？見樣好雞味！,Discuss
民企,Discuss
浙江螞蟻小微金融服務集團股份有限公司，簡稱螞蟻金服，正式成立於2014年，是專注於服務小微企業與普通消費者的網際網路金融服務公司。[1]其前身是成立於2000年10月，獨立於阿里巴巴集團之外的中國內資公司——浙江阿里巴巴電子商務有限公司。,Discuss
支持雞心,Discuss
唔止深黃就是深黃，呢度原來有好多個黃安添，唱翻首新鴛鴦蝴蝶夢先,Discuss
你唔接受佢反中，咁接唔接受中出佢。,Discuss
馬雲離開阿里巴巴，無辨法喎。,Discuss
公衆人物出來抽水。每樣事情都有代價架,Discuss
Ali pay Vs ali 呸,Discuss
"因為佢係大陸無人識,阿佘紅好多",Discuss
係中國企業，但最大股東係日本呢，中國只佔好少,Discuss
李佳芯,Discuss
"死臭雞
罷睇白色強人
罷用AliPay
罷用一切用李雞心做代言人的品牌",Discuss
阿巴大股東係邊個？點可能係各企😂😂,Discuss
極度失望，Ali食屎啦,Discuss
係，你都唔係中國人，明,Discuss
螞蟻係國企囉,Discuss
唉，你真係剛剛認識她嗎? 佢一向是黃屍,Discuss
佢都痴線唔洗理佢,Discuss
靚女係唔同,Discuss
叫汪阿姐迫佢上台唱勇敢的中國人,Discuss
"不是香港內部修改條例？
中央都話唔關佢事
支持和贊成也是香港內部問題
你不如說又要在香港賺錢
就是不要反對香港政府政策
咁應該冇市民有資格反對政府
但掉返轉特首也是賺香港錢
為何可以不尊重民意硬推政策",Discuss
其實係幫代理發言！冇人知啫。,Discuss
"對她極度失望,希望Alibaba 炒左佢！",Discuss
咁即係國企在香港賺香港人錢,Discuss
"「國企」是「國有企業」簡稱, 而非指一般的中國企業。",Discuss
"仲有唯唯
唔係，係勁Fight",Discuss
條八婆，是非不分。,Discuss
"身體最成實
又要反中又要賺人仔最狗賊",Discuss
做左又唔認,Discuss
舔共奴才除左識玩封殺仲識乜？,Discuss
AlipayHK國企?,Discuss
個個人都可以有自己立場，唔犯法就ok 了,Discuss
明，,Discuss
"做代言人啫
當打份工、唔係要出賣埋靈魂呀
一個人連思想自由都要管
咁同條咸魚有無分别!
但同其他咸魚解釋、浪費時間",Discuss
你又點知馬雲唔係反送中？,Discuss
其實好多偽人都係咁，一路反中，但一路愛賺中國錢！,Discuss
"X2, 係合约內容一部份，e+最驚送中就係e種企業。",Discuss
"洗乜咁勞氣,而家咁咪好囉,唔通你想你女神同你立場相反咩",Discuss
臭G,Discuss
好快失業,Discuss
淘寶論壇已經有人抵制緊佢做618代言,Discuss
中共人愛批鬥？,Discuss
"我連淘寶都見到佢平面宣傳呀,好心佢咁有骨氣就唔好接呢d廣告啦",Discuss
"林鄭都話尊重示威者。每個人都有獨立思想同認同某事既自由。係國內X青先會話抵制邊個邊個。呢種做法吾係香港價值觀 。仲有""帶頭""要有號召他人跟從既意思。吾好屈人。",Discuss
奶西狗又係你呀，甘鐘意奶西重搵人仔？,Discuss
奶西狗唔鐘意批鬥？呢幾日奶西狗facebook狂批鬥唔撐反送中,Discuss
點解要咁做,Discuss
"好在我用手機版
見唔到個西女人",Discuss
佢又唔係打港台工,Discuss
以前都撐佢，依家知佢係黃絲狗日日屌鳩佢,Discuss
垃圾黃屎雞，法例通過第一个捉佢返去被消失,Discuss
"醒下啦, 佢俾人p圖呀",Discuss
仲有森美、黃翠如、林泳淘、唐詩詠、梁嘉琪、林秀怡,Discuss
"支持
仲有森美、黃翠如、林泳淘、唐詩詠、梁嘉琪、林秀怡",Discuss
"就是這些僞員煽動群眾上街遊行
自己食花生🥜正一仆街
傷害青年",Discuss
中央政治局會查出真相,Discuss
"人地仲要搵人仔
唔通打正名號倒自己台咩傻傻地",Discuss
仲要穿著唐裝,Discuss
"你啲白痴邏輯，大家公平交易，你俾錢，佢提供服務，有無拖欠？
你及你家人嘅老細出糧俾你地，係咪你地要奶埋佢屎眼？
睇怕你咁柒，條脷都生得好長好厚。",Discuss
你都On鳩未經授權🤔,Discuss
你知唔知P圖、合成照 係點解?,Discuss
偽人!,Discuss
仲有黃屍狗森美、黃屍臭雞黃翠如、黃屍臭雞林泳淘、黃屍臭雞唐詩詠、黃屍臭雞梁嘉琪、黃屍臭雞林秀怡、黃屍臭雞10A,Discuss
"2樣野
咁係香港賺錢就不可以反對政府政策？",Discuss
乃野佢,Discuss
"香港內部修改條例？
中央都話唔關佢事
支持和贊成也是香港內部問題
反咩中",Discuss
"睇班所謂中國支持者，真係不學無術。
阿里巴巴係國企? 真係大開眼界。
原來一間國企，大股東會係日本既軟庫，雅虎仲佔超過20巴仙既股份。",Discuss
唔好又上綱上線啦，反送中同反中根本二回事！反對將孟晚舟送美即係反美？成日搞事搞非破壞和諧就係你呢種人！,Discuss
Ali請收皮，最憎e d食呀爺又反呀爺既走狗,Discuss
不要擔心，國內同胞不知道遊行的新聞,Discuss
智商 有待商榷,Discuss
你晚晚拎林鄭key左落裸女嘅合成圖打J嘛！知道啦,Discuss
"又係呢d人, 專登扮係某人fans既account, 插其他人, 事實係第三者既fans
最近多左好多呢d人",Discuss
呢個版d百佳係特別多，遲d改名叫百佳討論區會更貼切。,Discuss
冇錯係好雞味果個,Discuss
"推!
仲有森美、黃翠如、林泳淘、唐詩詠、梁嘉琪、林秀怡、10a",Discuss
放過人地啦！女人仔一個,Discuss
每個香港人都有自由發言，總之和平表達，都唔係問題,Discuss
一定要封殺,Discuss
"Ali係香港區alipay代言人,我地香港人有言論自由,可以發表意見,唔到你班大陸打靶蝗蟲支拿畜指指點點,死返你地嗰區d討論網",Discuss
支付寶股權之爭 - MBA智库百科,Discuss
政見唔同，人地建濟同奶媽都同意暫緩啦，做咩仲要拉人地落水喎。。,Discuss
算,Discuss
有線幫成班臭雞,Discuss
唔通係有線幫內鬥?,Discuss
好過你們賤人,Discuss
x2 😡,Discuss
講得啱，所以人地唔用佢都冇犯法，係咪？🤭,Discuss
不是國企,Discuss
"為何不能反送中
唔講野貼下相都唔得
D人做開奴隸要人跟做",Discuss
无意思，玻璃心，习近平的细佬，家姐，女儿都是美國籍，又不见你地反。,Discuss
我想知做藝人是否等於終生剝奪政治權利,Discuss
send去畀國企 同 tvb,Discuss
無錯，就等如唔岩傾就say hi 就算，唔會仇視,Discuss
我更加鐘意Ali!😍,Discuss
AlipayHK 李生同馬雲各佔一半股權,Discuss
無腦偽人,Discuss
好多大孖沙反送中,Discuss
女神就檔眼唔到啦🤗,Discuss
難道AlipayHK係你老母的？,Discuss
"淘寶,支付寶呢D係特登用佢多反對派fans呢個優勢黎帶多d人用佢嫁，一早知佢政治取向的",Discuss
"香港人係香港賺錢
是否又不可以反對政府政策呀",Discuss
十個後生九個黃...,Discuss
"等等 賺香港錢咪黃屍企業🤣🤣
咁愛國人仕唔好用支持寶啦！",Discuss
知道好耐個囉我不嬲都係黃㗎啦,Discuss
alipay唔系國企,Discuss
拜托..... AlipayHK 大股東是李嘉誠呀！,Discuss
李佳芯話個老闆都係反的😜😜🤭🤭,Discuss
ali的確無態度，又要賺大陸錢，但真正身份係黃屍,Discuss
有咩問題,Discuss
香港人就係咁 ... 睇人百佳最開心,Discuss
又有扯旗帖,Discuss
民企國企都未識分,Discuss
"黃絲偽人有良知全部都靚好多
唔似藍屍全部都甩皮甩骨",Discuss
李佳芯喺咪 大陸妹 ?,Discuss
呀里爸爸係日資公司，最大股東係日本仔，馬雲只佔8%左右,Discuss
醉翁之意,Discuss
"死仆街李佳芯
我比你害撚死
你一定有報應",Discuss
"曱甴女去呆灣做慰安婦是常識吧
毒果分化手足
手足記住要獅鳥許",Discuss
黃絲走地慰安婦是自願做愛的想屈人比錢先報警,Discuss
就係呢條梅毒L,Discuss
一日天使，一世都係天使，唔好以為呆灣有盲煮就唔使做天使。LOL!😂😂😂😂,Discuss
梗係D藍色東西想移民⋯扮成芒果色 最終本性发作出錯,Discuss
最希望放火燒李叔潛逃台灣省個兇徒面貌曝光 !,Discuss
咁睇嚟，你日日响度發文，都係想移民,Discuss
又割？,Discuss
我想訪問條女，是否覺得被撿屍發生性行為，利多於利弊,Discuss
好好笑，好得意呀，你點做到嘅,Discuss
毒果居然篤灰？,Discuss
"好, 香港曱甴喺台灣發揚光大.",Discuss
"曱甴認為
天使就是性奴
免費任屌
唔覺有什麼錯？",Discuss
毒唔唱曱甴食天使為咗光復香港了,Discuss
係嗰位師兄平時嘅行騙技倆,Discuss
會吾會係話係警署比人強姦，之前10日就去落仔個條女吖。佢而家就真係比人姦啦,Discuss
來忘掉錯對，來淫賤派對，齊來共義士曱甴，找性樂趣，不需帶套就做，3p帶性玩具，做愛做到有愛滋，就...嚟去。,Discuss
"戰友就一起打返埸先啦
講咁多
Happy 完又告，無野呀",Discuss
兩邊不是人，超硬膠,Discuss
黑暴曱甴慰安到呆灣省，真賤,Discuss
毒果玩曱甴,Discuss
歌詞正,Discuss
"打壓香港義士
濫捕
台灣民主已死",Discuss
點解毒果會報嘅,Discuss
舊聞??,Discuss
黃屍賤種無個好人,Discuss
天使女女設局嫁禍？,Discuss
"雌雄曱甴只識交配
無論講到幾正義最後都係為交配",Discuss
今次曱甴又會唔會怕台灣政權迫害,Discuss
"有人自稱美國人,紅二代,但係日日由朝到晚踎係香討",Discuss
天使使命必達,Discuss
"毒果咩操作
檢屍性侵？
睇字面以為已經先殺後姦
都話去得呆灣果d 係最低level 既曱甴
呢d 咁質素既曱甴留港會係社會敗類寄生蟲。
香港真係多謝呆灣幫手收留d 廢柴害人精。
多謝晒。",Discuss
"人地去台灣尋找自由架嘛!台灣做咩打壓自由呀?? 
曱甴都有扑野自由架嘛!曱甴妹出晒名免費任砌架啦!
呢單一定係冤案啦",Discuss
睇你隻黃狗都玻璃心都碎晒，食唔到天使就係到葡萄,Discuss
可能比人屈… 手足無出聲，咪即係做咗，咁仆街，一世留係台湾,Discuss
毒果督灰，督手足出黎,Discuss
垃圾埋中的垃圾,Discuss
好好，好正常,Discuss
嘩哈哈 嘩哈哈 嘩哈哈,Discuss
"在香港怕中共政權逼害? 如今在台灣又輪到被台灣民主政權逼害, 總之曱甴在地球都係受盡逼害
台灣一定要限制佢出境, 尤其唔好俾佢返香港",Discuss
"毒果開手足樣 各兄弟仲唔出動幫肥佬黎搞裝修
毒果無良心 肥佬黎無良心",Discuss
香港黃絲犯罪無邊界🤭,Discuss
"強姦女戰友又如何, 黃絲記住核爆都唔割席",Discuss
曱甴的質素，天使的用途。,Discuss
同你條仆街芒果老做手足真係慘，dllm割席快過逃兵,Discuss
台灣專收仆街。,Discuss
一定射左好多在入面,Discuss
台灣蘋果好野，令香港手足無言成為condom，一於裝修香港蘋果,Discuss
肯定誤會黎可能毒果想聚籌撑義士呢,Discuss
721肥婆扮大肚婆諗起都好笑,Discuss
呢d係天使職責。,Discuss
做得曱甴冇個好人是常識吧,Discuss
算把啦你，你地有幾賤係人都知，係得曱甴心盲唔知啫。,Discuss
"獨家公開手足面貎
毒果無良心 壹傳媒無良心  四季常餐無良心 左丹奴...都無良心",Discuss
"以為做曱甴就有天使食，曱甴真係單一細胞。
文宣又記一功",Discuss
"燒肉丸你點解唔睇實班有為義士呀? 
而家一個比人拘捕，一個比人性侵，你點撚樣做野架",Discuss
更係利啦，有得爽噃。,Discuss
根本呢班就係時代垃圾，扮q哂野扮清高扮高尚,Discuss
泛民主派黃絲奸淫擄掠殺人放火係起碼,Discuss
柒性不改！,Discuss
笑死,Discuss
"哈哈哈哈哈哈~又話“不割蓆“，
你睇你割得幾快，哈哈哈哈!!!!!!",Discuss
"你醒吓啦 燒你數薄peter西
你老豆份毒報會有錯㗎?🤣",Discuss
"你移左去呆灣
呆仔同毒果會同你割席
到時你呢隻曱甴死無葬身之地",Discuss
太卑鄙了,Discuss
曱甴去到邊都冇件好事做到出嚟，果然係神台貓屎 !,Discuss
呆灣，香港垃圾第一收容港，Good,Discuss
"做咗天使
就應該知道日後的69遭遇",Discuss
自由西吧⋯⋯天使糸比洋人或前綫曱甴頭目享用的,Discuss
天使唔扑得？,Discuss
淫直！😁,Discuss
相信二百幻人都係藍絲扮的,Discuss
手足話反送中 堅持留系台灣審,Discuss
近期最火熱問題形式.......,Discuss
話你on 9你又唔開心！,Discuss
條女5岩，body分享好正常，,Discuss
曱甴向性侵義士及被性侵天使作出鼓勵：撐住呀手足!,Discuss
"蘋果真係痴q線，第一個出黎割席。
咁又係既，條友都去到台灣，而家仲要被人捉埋。仲唔借機食埋人血饅頭咩？",Discuss
"佢嘅職責係衝出黎比人屌架無人屌佢無錢收!
辛苦錢黎架，算啦",Discuss
邊個做嘢唔辛苦？但是呢個PK危害下一代！,Discuss
兄弟如手足，有隆大家篤,Discuss
千祈唔好送班黑暴狗返香港呀,Discuss
"只能說 放係枱頭D錢唔夠
一個女人同一個岩岩識既男人飲醉酒？？！
如果條女個樣唔錯 又係一齊飲野果陣攬攬錫錫好主動 你係男人會唔會以為條女想姣你上床先？
真係咁既話 要完全怪個男人嗎？
你姣完我大家都飲醉 發生左關係 大家都爽完 仲想點xDDDD",Discuss
曱甴正常行為 本能反應 唔應該檢控佢本能反應 台灣 應推舉為曱甴模範😎,Discuss
毒果篤灰,Discuss
毒果仲乜出賣手足呀,Discuss
又一個受毒害既人,Discuss
"黃色思想、黃色經濟，點離得開黃色生活呢？
曱甴呢啲生物，唔係去揾嘢食，就係食嘢！食完嘢，自然係躲在黑暗地方「做愛做嘅嘢」呢？呢啲就是「黃色生活圈」呢？",Discuss
多謝台灣接收香港暴徒，暴徒以後唔好返香港。,Discuss
其實篇野係想講 曱甴天使慰安婦 不應 指控 手足， 因為手足係正常發洩下淫欲 好平常。,Discuss
全城捉曱甴,Discuss
曱甴姦天使！！！,Discuss
"女仔單身同你飲酒，醉左就扑得；是新一代常識
又或者只係勞資糾紛",Discuss
獨咩家報導，其他報章晨早報導啦～,Discuss
中共政權迫害…中共邊咁得閒?,Discuss
果然物以類聚， 當左所有天使都係自願的,Discuss
你班手足喎，同你一樣成日做衰嘢。,Discuss
啲女咁易鋤，唔怪之得咁多嚫仔去暴動,Discuss
因係怕被迫害已造成,Discuss
講就真係唔夠你地啲yellow object講，因為唔夠你地無恥，你慢慢芒果啦！🤭🤭,Discuss
黃狗就是喜歡癲倒黑白是非，你不失為黃狗一隻！,Discuss
你老母專門安慰日本人，你就好啦，有事可以返日本,Discuss
強姦案當然要搵名大狀李焯鍵打，聽講佢好熟強姦犯心理,Discuss
"全世界只有邪惡中国會包庇林賤,狼鷹呢D害群之馬,仲低智地給予肯定!",Discuss
"咁都有得投訴
話明自由西
係咪精神分裂",Discuss
係囉 我都覺得好怪 毒果想變返親中？,Discuss
蘋果獨家？,Discuss
香港義士/天使真厲害,Discuss
毒果做咩出賣手足嘅樣呀？,Discuss
台灣蘋果出賣手足,Discuss
又話死都唔割𥱊嘅？咁快就割？,Discuss
"蘋果獨家
香討滅亡😂",Discuss
連個頭都係黃色仲唔係黃屍曱甴,Discuss
藍絲大陸喱又話唔睇蘋果😂,Discuss
無錯 所有人都係扮既 你老母都係畜生扮的 😂😂,Discuss
甴曱交配利多於弊,Discuss
毒果從良嗎？竟然報道曱甴暴行。,Discuss
毒果做咩出賣手足?,Discuss
點都好，呢啲黃色仆街千祈唔好送返嚟香港，由得佢喺出面自生自滅。 呢啲根本就係天生罪犯，去到邊度都會犯法。,Discuss
著FILA，呵呵！,Discuss
蘋果出賣手足啦！！！,Discuss
黑暴曱甴去到邊都祗懂犯法！,Discuss
唔通係果位屈警女？！,Discuss
曱甴的高尚人格.,Discuss
曱甴妹有冇感受到，被強行接受的反感,Discuss
"真係人才輩出，冇得頂。
未來香港靠晒你地，撐住呀！香港等你地回來立國。
到時香港一定要有民主自由，黃賭毒合法化，誰大誰惡誰正確，Happy.....",Discuss
可能俾唔足$,Discuss
"d 廢佬藍絲真係好慘， 個腦裝屎，
係到口口聲聲話人免費天使， 如果係既就唔會報警啦， 證明藍絲只懂抺黑，完全無理性可言，
垃圾就是垃圾， 你估蘋果係黑警咩？
我地就是鐘意報道真相， 有呢單新聞甘咪報囉，從不隱瞞事實，好過d 垃圾部隊打死人唔認， 勾結唔認，",Discuss
咁快割蓆,Discuss
你甘清楚嘅？！,Discuss
"好明顯係香港靠住社運狂食天使，去台灣照食，
點會知啲港女去到台灣就唔俾搞。
賤到無淪，全部都係曱甴渣。",Discuss
做得雞预咗比人執架喇，死不足惜，無乜討論價值,Discuss
黑曱甴正縮頭龜！,Discuss
救義士啊 今晚要呆灣遍地開花柳 撐住呀手足,Discuss
臺灣垃圾回收場,Discuss
原來仲有咁多人睇蘋果,Discuss
曱甴食天使好正常丫,Discuss
"乜色都好, 最緊要你認為犯案者係賤格下流仆街冚家剷. 佢啲同類要陪葬.",Discuss
應該好快又有新料,Discuss
"啲曱甴咁高質，
台灣人民應該會好樂意接收。",Discuss
